Order ID,Order Date,Region,Category,Sub-Category,Segment,Quantity,Unit Price,Discount,Sales,Profit,Year,Month
ORD83,,East,Office Supplies,Storage,Consumer,1,128.05,0.1,115.25,23.14,,
ORD84,2019-12-07,West,Technology,Copiers,Consumer,4,90.23,0.15,306.78,45.32,2019.0,12.0
ORD85,,Central,Office Supplies,Binders,Consumer,4,73.34,0.2,234.69,56.83,,
ORD86,,West,Furniture,Furnishings,Corporate,5,14.93,0.0,74.65,17.52,,
ORD87,,Central,Technology,Copiers,Consumer,3,112.97,0.2,271.13,48.25,,
ORD88,,Central,Furniture,Bookcases,Consumer,2,162.31,0.1,292.16,73.87,,
ORD89,,East,Office Supplies,Binders,Consumer,2,81.47,0.1,146.65,19.21,,
ORD90,2022-02-06,Central,Furniture,Bookcases,Corporate,5,138.83,0.15,590.03,111.03,2022.0,2.0
ORD91,,West,Office Supplies,Storage,Home Office,1,116.32,0.2,93.06,25.47,,
ORD92,,Central,Furniture,Bookcases,Corporate,1,151.93,0.15,129.14,24.91,,
ORD93,,South,Technology,Phones,Home Office,4,82.66,0.2,264.51,54.67,,
ORD94,,South,Furniture,Chairs,Corporate,2,69.16,0.15,117.57,17.27,,
ORD95,,West,Office Supplies,Art,Corporate,2,181.93,0.1,327.47,69.58,,
ORD96,,South,Furniture,Tables,Consumer,4,49.35,0.0,197.4,37.21,,
ORD97,,East,Office Supplies,Binders,Consumer,3,115.7,0.0,347.1,77.31,,
ORD98,2021-09-11,South,Furniture,Chairs,Home Office,2,117.24,0.0,234.48,48.85,2021.0,9.0
ORD99,,South,Furniture,Bookcases,Corporate,2,121.01,0.0,242.02,35.84,,
ORD100,2019-02-10,East,Furniture,Bookcases,Consumer,1,133.58,0.2,106.86,19.21,2019.0,2.0
ORD101,,Central,Technology,Phones,Corporate,5,58.24,0.2,232.96,69.67,,
ORD102,2019-11-11,Central,Technology,Copiers,Home Office,1,99.22,0.3,69.45,10.96,2019.0,11.0
ORD103,,West,Furniture,Chairs,Corporate,4,71.43,0.3,200.0,39.56,,
ORD104,2019-12-05,West,Office Supplies,Paper,Corporate,2,79.39,0.3,111.15,22.33,2019.0,12.0
ORD105,,Central,Technology,Phones,Consumer,3,143.73,0.2,344.95,91.91,,
ORD106,,East,Office Supplies,Paper,Home Office,5,49.05,0.3,171.67,22.9,,
ORD107,,East,Technology,Accessories,Consumer,2,95.41,0.2,152.66,41.21,,
ORD108,,West,Technology,Copiers,Corporate,4,89.98,0.3,251.94,46.93,,
ORD109,,Central,Office Supplies,Art,Consumer,2,114.38,0.0,228.76,47.43,,
ORD110,2020-07-01,Central,Technology,Accessories,Corporate,3,152.43,0.0,457.29,78.54,2020.0,7.0
ORD111,2019-02-03,East,Technology,Copiers,Home Office,4,81.1,0.2,259.52,57.78,2019.0,2.0
ORD112,,South,Furniture,Tables,Corporate,3,120.85,0.2,290.04,47.25,,
ORD113,,South,Furniture,Tables,Consumer,5,138.24,0.15,587.52,108.33,,
ORD114,2021-09-01,East,Technology,Copiers,Corporate,3,98.12,0.0,294.36,66.74,2021.0,9.0
ORD115,2018-01-08,South,Office Supplies,Storage,Corporate,5,95.03,0.2,380.12,92.48,2018.0,1.0
ORD116,,South,Furniture,Tables,Corporate,3,106.68,0.0,320.04,61.91,,
ORD117,,West,Furniture,Chairs,Home Office,4,156.38,0.15,531.69,101.61,,
ORD118,,East,Office Supplies,Paper,Home Office,4,112.26,0.3,314.33,77.37,,
ORD119,2022-05-10,Central,Office Supplies,Paper,Consumer,5,168.27,0.2,673.08,169.56,2022.0,5.0
ORD120,2018-05-06,Central,Technology,Copiers,Home Office,5,147.66,0.0,738.3,160.85,2018.0,5.0
ORD121,2020-10-05,South,Furniture,Furnishings,Consumer,3,121.82,0.3,255.82,45.64,2020.0,10.0
ORD122,,South,Office Supplies,Art,Home Office,2,156.4,0.15,265.88,55.95,,
ORD123,,South,Technology,Phones,Consumer,3,60.67,0.15,154.71,36.68,,
ORD124,2019-02-08,East,Office Supplies,Binders,Corporate,2,98.32,0.15,167.14,17.6,2019.0,2.0
ORD125,,South,Furniture,Furnishings,Consumer,2,117.23,0.1,211.01,58.23,,
ORD126,,West,Furniture,Tables,Home Office,3,109.13,0.3,229.17,43.25,,
ORD127,2019-05-08,South,Furniture,Bookcases,Corporate,1,111.73,0.3,78.21,10.07,2019.0,5.0
ORD128,2022-09-02,Central,Furniture,Bookcases,Corporate,5,106.87,0.3,374.05,66.53,2022.0,9.0
ORD129,2022-01-01,West,Office Supplies,Paper,Consumer,2,88.46,0.15,150.38,29.08,2022.0,1.0
ORD130,2018-10-12,East,Furniture,Furnishings,Consumer,3,45.83,0.0,137.49,16.71,2018.0,10.0
ORD131,,Central,Technology,Copiers,Consumer,1,140.97,0.2,112.78,31.95,,
ORD132,2022-02-12,South,Technology,Accessories,Home Office,4,40.75,0.0,163.0,25.14,2022.0,2.0
ORD133,,West,Furniture,Furnishings,Consumer,5,68.25,0.0,341.25,100.02,,
ORD134,2019-06-09,South,Furniture,Tables,Home Office,5,47.0,0.15,199.75,28.14,2019.0,6.0
ORD135,,South,Office Supplies,Paper,Consumer,2,110.79,0.0,221.58,40.61,,
ORD136,,West,Office Supplies,Paper,Corporate,5,99.0,0.15,420.75,105.87,,
ORD137,,Central,Technology,Computers,Consumer,1,97.94,0.3,68.56,15.33,,
ORD138,,West,Technology,Copiers,Consumer,3,141.99,0.0,425.97,46.14,,
ORD139,2020-05-08,West,Technology,Copiers,Corporate,3,80.71,0.3,169.49,31.91,2020.0,5.0
ORD140,,South,Furniture,Bookcases,Home Office,2,32.55,0.0,65.1,9.22,,
ORD141,,East,Office Supplies,Paper,Home Office,5,91.8,0.0,459.0,62.02,,
ORD142,,Central,Technology,Phones,Corporate,1,86.69,0.2,69.35,15.85,,
ORD143,,Central,Office Supplies,Binders,Home Office,1,100.55,0.0,100.55,26.56,,
ORD144,2021-06-02,East,Technology,Accessories,Home Office,4,119.11,0.0,476.44,156.94,2021.0,6.0
ORD145,,Central,Furniture,Furnishings,Corporate,5,111.68,0.2,446.72,109.66,,
ORD146,,Central,Furniture,Chairs,Home Office,2,146.24,0.2,233.98,50.33,,
ORD147,,East,Furniture,Tables,Consumer,3,65.88,0.0,197.64,27.51,,
ORD148,,South,Furniture,Tables,Home Office,4,79.68,0.15,270.91,91.49,,
ORD149,2022-01-01,East,Technology,Phones,Corporate,4,72.2,0.0,288.8,89.38,2022.0,1.0
ORD150,,West,Technology,Phones,Consumer,5,153.89,0.1,692.5,139.13,,
ORD151,2019-11-08,Central,Office Supplies,Storage,Home Office,5,63.96,0.2,255.84,53.75,2019.0,11.0
ORD152,2022-04-03,South,Furniture,Bookcases,Corporate,3,105.05,0.1,283.63,47.14,2022.0,4.0
ORD153,,West,Technology,Phones,Corporate,3,125.06,0.15,318.9,17.8,,
ORD154,,East,Technology,Accessories,Corporate,4,171.82,0.0,687.28,191.76,,
ORD155,,East,Furniture,Bookcases,Home Office,2,38.25,0.2,61.2,18.44,,
ORD156,2022-10-01,Central,Technology,Copiers,Corporate,3,83.97,0.2,201.53,39.93,2022.0,10.0
ORD157,,West,Technology,Copiers,Home Office,5,134.79,0.2,539.16,85.19,,
ORD158,2018-10-02,South,Furniture,Bookcases,Consumer,1,94.91,0.2,75.93,15.2,2018.0,10.0
ORD159,,East,Furniture,Furnishings,Corporate,2,81.13,0.15,137.92,21.72,,
ORD160,2018-02-09,West,Technology,Accessories,Consumer,2,121.52,0.15,206.58,32.89,2018.0,2.0
ORD161,,West,Furniture,Tables,Corporate,2,130.1,0.1,234.18,41.19,,
ORD162,,West,Office Supplies,Paper,Home Office,3,157.47,0.1,425.17,78.44,,
ORD163,2018-08-05,Central,Furniture,Bookcases,Consumer,5,37.13,0.1,167.09,45.54,2018.0,8.0
ORD164,,South,Technology,Computers,Home Office,2,40.61,0.1,73.1,6.47,,
ORD165,,West,Technology,Computers,Home Office,2,64.12,0.1,115.42,19.72,,
ORD166,2018-06-02,South,Office Supplies,Art,Home Office,1,166.29,0.3,116.4,20.77,2018.0,6.0
ORD167,2022-07-07,Central,Office Supplies,Binders,Corporate,4,152.51,0.1,549.04,133.88,2022.0,7.0
ORD168,,West,Furniture,Furnishings,Corporate,4,170.77,0.15,580.62,80.58,,
ORD169,,South,Technology,Phones,Consumer,3,133.71,0.15,340.96,53.69,,
ORD170,2019-11-12,Central,Office Supplies,Storage,Consumer,4,85.02,0.2,272.06,38.07,2019.0,11.0
ORD171,2018-12-05,West,Furniture,Tables,Corporate,2,55.1,0.0,110.2,21.64,2018.0,12.0
ORD172,,Central,Furniture,Tables,Consumer,3,136.23,0.3,286.08,74.31,,
ORD173,,West,Technology,Phones,Home Office,4,40.77,0.15,138.62,33.66,,
ORD174,,South,Technology,Copiers,Consumer,1,61.02,0.1,54.92,10.24,,
ORD175,,South,Furniture,Furnishings,Consumer,2,79.5,0.15,135.15,10.4,,
ORD176,2020-04-09,South,Office Supplies,Storage,Consumer,2,30.33,0.1,54.59,12.74,2020.0,4.0
ORD177,2020-01-07,Central,Office Supplies,Binders,Corporate,1,131.03,0.3,91.72,9.9,2020.0,1.0
ORD178,,West,Office Supplies,Binders,Consumer,1,70.97,0.3,49.68,11.77,,
ORD179,,West,Furniture,Bookcases,Home Office,4,147.32,0.0,589.28,124.75,,
ORD180,,East,Furniture,Tables,Home Office,3,116.06,0.2,278.54,43.22,,
ORD181,,West,Office Supplies,Binders,Home Office,1,69.13,0.3,48.39,10.45,,
ORD182,2021-07-10,South,Office Supplies,Art,Corporate,2,128.41,0.0,256.82,33.55,2021.0,7.0
ORD183,2020-12-06,South,Office Supplies,Art,Home Office,4,118.32,0.2,378.62,52.5,2020.0,12.0
ORD184,2018-07-10,West,Office Supplies,Art,Corporate,4,140.36,0.15,477.22,89.9,2018.0,7.0
ORD185,2021-06-08,East,Technology,Copiers,Corporate,3,59.41,0.1,160.41,34.16,2021.0,6.0
ORD186,,East,Furniture,Chairs,Corporate,5,100.6,0.1,452.7,76.99,,
ORD187,,West,Technology,Computers,Home Office,3,105.96,0.15,270.2,71.69,,
ORD188,2022-04-08,Central,Office Supplies,Storage,Corporate,1,60.77,0.3,42.54,10.64,2022.0,4.0
ORD189,,West,Technology,Computers,Consumer,2,90.33,0.2,144.53,36.98,,
ORD190,2019-03-08,Central,Technology,Computers,Home Office,3,113.99,0.0,341.97,73.0,2019.0,3.0
ORD191,2022-02-04,South,Office Supplies,Binders,Consumer,2,110.06,0.3,154.08,30.61,2022.0,2.0
ORD192,2022-03-09,East,Technology,Phones,Home Office,2,75.18,0.1,135.32,26.31,2022.0,3.0
ORD193,2020-12-10,East,Furniture,Tables,Consumer,3,112.19,0.0,336.57,24.26,2020.0,12.0
ORD194,,East,Furniture,Furnishings,Home Office,3,127.93,0.3,268.65,33.27,,
ORD195,2020-12-06,Central,Office Supplies,Binders,Consumer,3,120.49,0.2,289.18,70.06,2020.0,12.0
ORD196,,West,Furniture,Chairs,Consumer,5,136.21,0.3,476.74,132.49,,
ORD197,,Central,Office Supplies,Art,Home Office,1,144.32,0.15,122.67,21.03,,
ORD198,2019-09-11,South,Office Supplies,Art,Corporate,1,121.96,0.2,97.57,21.19,2019.0,9.0
ORD199,,Central,Furniture,Chairs,Consumer,1,63.12,0.0,63.12,6.95,,
ORD200,,South,Technology,Computers,Consumer,3,37.59,0.15,95.85,17.47,,
ORD201,,East,Furniture,Bookcases,Consumer,2,133.95,0.1,241.11,55.03,,
ORD202,,West,Technology,Phones,Corporate,1,46.6,0.3,32.62,8.23,,
ORD203,2019-04-04,East,Furniture,Tables,Consumer,2,46.85,0.1,84.33,18.75,2019.0,4.0
ORD204,2022-02-12,South,Technology,Accessories,Corporate,1,99.2,0.0,99.2,14.44,2022.0,2.0
ORD205,,Central,Technology,Phones,Home Office,3,171.1,0.2,410.64,63.76,,
ORD206,2019-04-01,South,Furniture,Chairs,Consumer,5,139.54,0.3,488.39,140.46,2019.0,4.0
ORD207,2018-07-02,East,Furniture,Furnishings,Home Office,4,125.3,0.15,426.02,70.7,2018.0,7.0
ORD208,2020-12-09,West,Furniture,Bookcases,Corporate,5,59.07,0.1,265.82,69.55,2020.0,12.0
ORD209,2020-12-03,East,Office Supplies,Storage,Consumer,4,83.14,0.15,282.68,50.29,2020.0,12.0
ORD210,,East,Technology,Phones,Home Office,5,103.1,0.0,515.5,151.34,,
ORD211,,South,Technology,Computers,Consumer,4,140.08,0.2,448.26,108.87,,
ORD212,2018-10-01,South,Technology,Phones,Corporate,2,89.45,0.2,143.12,26.64,2018.0,10.0
ORD213,,West,Furniture,Furnishings,Home Office,2,148.48,0.2,237.57,35.3,,
ORD214,2021-01-01,West,Furniture,Furnishings,Home Office,2,123.11,0.0,246.22,54.5,2021.0,1.0
ORD215,,East,Technology,Copiers,Consumer,4,133.9,0.0,535.6,151.09,,
ORD216,,South,Technology,Phones,Corporate,5,65.06,0.0,325.3,74.38,,
ORD217,,West,Office Supplies,Storage,Home Office,1,47.52,0.0,47.52,8.2,,
ORD218,,West,Technology,Accessories,Home Office,5,74.61,0.2,298.44,65.96,,
ORD219,2020-08-01,South,Furniture,Tables,Home Office,5,60.59,0.3,212.07,36.59,2020.0,8.0
ORD220,,West,Technology,Computers,Corporate,1,139.28,0.3,97.5,18.77,,
ORD221,,East,Technology,Accessories,Home Office,4,114.33,0.1,411.59,54.54,,
ORD222,2021-05-03,West,Office Supplies,Storage,Corporate,2,71.49,0.1,128.68,23.8,2021.0,5.0
ORD223,2018-10-11,West,Furniture,Furnishings,Home Office,5,149.97,0.3,524.89,149.62,2018.0,10.0
ORD224,,Central,Furniture,Furnishings,Corporate,1,40.52,0.1,36.47,6.23,,
ORD225,2020-09-08,West,Technology,Computers,Home Office,2,107.87,0.0,215.74,54.11,2020.0,9.0
ORD226,2019-11-05,South,Furniture,Bookcases,Consumer,4,59.26,0.15,201.48,38.2,2019.0,11.0
ORD227,,West,Technology,Computers,Consumer,4,90.22,0.2,288.7,56.26,,
ORD228,,Central,Office Supplies,Binders,Home Office,3,137.77,0.2,330.65,67.17,,
ORD229,2020-02-04,West,Furniture,Tables,Consumer,5,85.59,0.0,427.95,96.27,2020.0,2.0
ORD230,,Central,Furniture,Bookcases,Corporate,5,114.15,0.2,456.6,71.35,,
ORD231,,South,Office Supplies,Storage,Corporate,3,45.29,0.0,135.87,19.12,,
ORD232,,West,Office Supplies,Storage,Corporate,4,87.6,0.15,297.84,91.36,,
ORD233,,South,Technology,Phones,Home Office,2,112.31,0.2,179.7,43.06,,
ORD234,2020-02-02,West,Office Supplies,Binders,Home Office,5,35.0,0.2,140.0,30.06,2020.0,2.0
ORD235,2020-03-12,West,Furniture,Bookcases,Home Office,5,74.23,0.0,371.15,38.17,2020.0,3.0
ORD236,2021-11-08,Central,Office Supplies,Binders,Corporate,3,49.05,0.15,125.08,28.97,2021.0,11.0
ORD237,,West,Technology,Phones,Corporate,3,82.96,0.15,211.55,19.43,,
ORD238,,East,Technology,Accessories,Corporate,1,144.68,0.0,144.68,21.39,,
ORD239,2020-01-02,East,Technology,Copiers,Home Office,2,130.95,0.0,261.9,46.96,2020.0,1.0
ORD240,,East,Furniture,Chairs,Corporate,3,124.68,0.2,299.23,43.95,,
ORD241,,Central,Office Supplies,Storage,Consumer,4,103.78,0.1,373.61,66.84,,
ORD242,2022-02-09,West,Furniture,Tables,Home Office,3,72.58,0.3,152.42,28.36,2022.0,2.0
ORD243,2019-01-03,Central,Office Supplies,Binders,Consumer,1,129.31,0.0,129.31,26.09,2019.0,1.0
ORD244,2022-06-08,South,Office Supplies,Art,Consumer,4,90.16,0.15,306.54,73.74,2022.0,6.0
ORD245,2022-01-01,Central,Technology,Computers,Consumer,5,113.06,0.3,395.71,89.96,2022.0,1.0
ORD246,,East,Office Supplies,Paper,Corporate,2,114.14,0.0,228.28,42.25,,
ORD247,,Central,Office Supplies,Paper,Consumer,1,95.67,0.3,66.97,8.57,,
ORD248,,Central,Furniture,Furnishings,Consumer,1,129.07,0.15,109.71,19.17,,
ORD249,2020-03-12,Central,Technology,Accessories,Consumer,5,78.84,0.3,275.94,67.51,2020.0,3.0
ORD250,2022-12-12,West,Technology,Copiers,Corporate,4,31.39,0.0,125.56,22.17,2022.0,12.0
ORD251,,Central,Office Supplies,Art,Home Office,4,27.97,0.0,111.88,27.79,,
ORD252,,Central,Furniture,Tables,Home Office,5,187.2,0.2,748.8,95.31,,
ORD253,2022-12-07,West,Technology,Computers,Consumer,4,103.56,0.2,331.39,66.31,2022.0,12.0
ORD254,2021-06-11,West,Furniture,Tables,Corporate,4,62.37,0.1,224.53,26.66,2021.0,6.0
ORD255,2019-02-06,South,Furniture,Furnishings,Home Office,5,100.11,0.3,350.38,70.96,2019.0,2.0
ORD256,,Central,Office Supplies,Paper,Corporate,3,147.6,0.1,398.52,64.34,,
ORD257,,South,Furniture,Furnishings,Home Office,1,43.47,0.0,43.47,8.01,,
ORD258,,East,Technology,Computers,Corporate,3,77.88,0.2,186.91,36.92,,
ORD259,2022-11-04,West,Technology,Phones,Consumer,5,69.81,0.15,296.69,64.25,2022.0,11.0
ORD260,,East,Furniture,Bookcases,Home Office,4,86.55,0.15,294.27,31.93,,
ORD261,2018-09-12,South,Furniture,Bookcases,Home Office,4,157.19,0.0,628.76,173.64,2018.0,9.0
ORD262,2018-01-11,South,Technology,Accessories,Consumer,1,122.27,0.0,122.27,25.4,2018.0,1.0
ORD263,2020-03-04,West,Office Supplies,Storage,Consumer,5,117.3,0.2,469.2,45.33,2020.0,3.0
ORD264,,West,Technology,Accessories,Home Office,1,123.24,0.0,123.24,22.53,,
ORD265,2018-01-12,West,Technology,Phones,Consumer,3,135.17,0.0,405.51,79.04,2018.0,1.0
ORD266,2019-12-03,East,Office Supplies,Storage,Home Office,3,111.35,0.0,334.05,80.48,2019.0,12.0
ORD267,2021-03-06,South,Technology,Computers,Corporate,4,99.01,0.3,277.23,72.26,2021.0,3.0
ORD268,2019-12-12,Central,Furniture,Tables,Corporate,4,87.76,0.0,351.04,89.31,2019.0,12.0
ORD269,,South,Technology,Computers,Consumer,5,123.86,0.15,526.4,102.37,,
ORD270,2018-05-08,South,Furniture,Chairs,Consumer,2,90.46,0.0,180.92,24.7,2018.0,5.0
ORD271,2018-01-08,Central,Technology,Computers,Consumer,5,65.07,0.3,227.74,38.04,2018.0,1.0
ORD272,,Central,Technology,Computers,Consumer,4,145.9,0.3,408.52,104.67,,
ORD273,,West,Furniture,Furnishings,Corporate,5,76.0,0.0,380.0,86.65,,
ORD274,2021-03-11,East,Furniture,Chairs,Consumer,1,102.13,0.15,86.81,14.11,2021.0,3.0
ORD275,2019-04-07,East,Furniture,Chairs,Home Office,4,39.72,0.2,127.1,21.32,2019.0,4.0
ORD276,,South,Technology,Phones,Consumer,4,85.72,0.2,274.3,58.73,,
ORD277,2019-06-12,East,Furniture,Furnishings,Home Office,5,106.31,0.2,425.24,79.67,2019.0,6.0
ORD278,,South,Technology,Computers,Consumer,4,140.06,0.1,504.22,132.04,,
ORD279,,South,Technology,Copiers,Home Office,5,48.71,0.1,219.2,62.61,,
ORD280,,Central,Technology,Computers,Home Office,2,78.67,0.2,125.87,23.48,,
ORD281,2021-03-09,Central,Office Supplies,Binders,Home Office,4,122.76,0.2,392.83,71.27,2021.0,3.0
ORD282,2021-09-09,South,Technology,Phones,Consumer,5,68.24,0.0,341.2,55.9,2021.0,9.0
ORD283,,South,Technology,Phones,Consumer,5,131.5,0.15,558.88,109.45,,
