Order ID,Order Date,Region,Category,Sub-Category,Segment,Quantity,Unit Price,Discount,Sales,Profit,Year,Month
ORD90,2022-06-02,Central,Furniture,Bookcases,Corporate,5,138.83,0.15,590.03,111.03,2022,6
ORD91,2020-12-26,West,Office Supplies,Storage,Home Office,1,116.32,0.2,93.06,25.47,2020,12
ORD92,2019-09-25,Central,Furniture,Bookcases,Corporate,1,151.93,0.15,129.14,24.91,2019,9
ORD93,2019-04-16,South,Technology,Phones,Home Office,4,82.66,0.2,264.51,54.67,2019,4
ORD94,2021-12-31,South,Furniture,Chairs,Corporate,2,69.16,0.15,117.57,17.27,2021,12
ORD95,2022-11-16,West,Office Supplies,Art,Corporate,2,181.93,0.1,327.47,69.58,2022,11
ORD96,2022-12-30,South,Furniture,Tables,Consumer,4,49.35,0.0,197.4,37.21,2022,12
ORD97,2021-05-26,East,Office Supplies,Binders,Consumer,3,115.7,0.0,347.1,77.31,2021,5
ORD98,2021-11-09,South,Furniture,Chairs,Home Office,2,117.24,0.0,234.48,48.85,2021,11
ORD99,2019-09-16,South,Furniture,Bookcases,Corporate,2,121.01,0.0,242.02,35.84,2019,9
ORD100,2019-10-02,East,Furniture,Bookcases,Consumer,1,133.58,0.2,106.86,19.21,2019,10
ORD101,2020-03-21,Central,Technology,Phones,Corporate,5,58.24,0.2,232.96,69.67,2020,3
ORD102,2019-11-11,Central,Technology,Copiers,Home Office,1,99.22,0.3,69.45,10.96,2019,11
ORD103,2018-10-27,West,Furniture,Chairs,Corporate,4,71.43,0.3,200.0,39.56,2018,10
ORD104,2019-05-12,West,Office Supplies,Paper,Corporate,2,79.39,0.3,111.15,22.33,2019,5
ORD105,2021-05-18,Central,Technology,Phones,Consumer,3,143.73,0.2,344.95,91.91,2021,5
ORD106,2020-04-23,East,Office Supplies,Paper,Home Office,5,49.05,0.3,171.67,22.9,2020,4
ORD107,2019-12-21,East,Technology,Accessories,Consumer,2,95.41,0.2,152.66,41.21,2019,12
ORD108,2020-02-23,West,Technology,Copiers,Corporate,4,89.98,0.3,251.94,46.93,2020,2
ORD109,2018-11-17,Central,Office Supplies,Art,Consumer,2,114.38,0.0,228.76,47.43,2018,11
ORD110,2020-01-07,Central,Technology,Accessories,Corporate,3,152.43,0.0,457.29,78.54,2020,1
ORD111,2019-03-02,East,Technology,Copiers,Home Office,4,81.1,0.2,259.52,57.78,2019,3
ORD112,2019-05-19,South,Furniture,Tables,Corporate,3,120.85,0.2,290.04,47.25,2019,5
ORD113,2019-10-21,South,Furniture,Tables,Consumer,5,138.24,0.15,587.52,108.33,2019,10
ORD114,2021-01-09,East,Technology,Copiers,Corporate,3,98.12,0.0,294.36,66.74,2021,1
ORD115,2018-08-01,South,Office Supplies,Storage,Corporate,5,95.03,0.2,380.12,92.48,2018,8
ORD116,2021-07-25,South,Furniture,Tables,Corporate,3,106.68,0.0,320.04,61.91,2021,7
ORD117,2019-02-15,West,Furniture,Chairs,Home Office,4,156.38,0.15,531.69,101.61,2019,2
ORD118,2021-10-21,East,Office Supplies,Paper,Home Office,4,112.26,0.3,314.33,77.37,2021,10
ORD119,2022-10-05,Central,Office Supplies,Paper,Consumer,5,168.27,0.2,673.08,169.56,2022,10
ORD120,2018-06-05,Central,Technology,Copiers,Home Office,5,147.66,0.0,738.3,160.85,2018,6
ORD121,2020-05-10,South,Furniture,Furnishings,Consumer,3,121.82,0.3,255.82,45.64,2020,5
ORD122,2018-04-14,South,Office Supplies,Art,Home Office,2,156.4,0.15,265.88,55.95,2018,4
ORD123,2022-01-26,South,Technology,Phones,Consumer,3,60.67,0.15,154.71,36.68,2022,1
ORD124,2019-08-02,East,Office Supplies,Binders,Corporate,2,98.32,0.15,167.14,17.6,2019,8
ORD125,2021-05-31,South,Furniture,Furnishings,Consumer,2,117.23,0.1,211.01,58.23,2021,5
ORD126,2021-03-23,West,Furniture,Tables,Home Office,3,109.13,0.3,229.17,43.25,2021,3
ORD127,2019-08-05,South,Furniture,Bookcases,Corporate,1,111.73,0.3,78.21,10.07,2019,8
ORD128,2022-02-09,Central,Furniture,Bookcases,Corporate,5,106.87,0.3,374.05,66.53,2022,2
ORD129,2022-01-01,West,Office Supplies,Paper,Consumer,2,88.46,0.15,150.38,29.08,2022,1
ORD130,2018-12-10,East,Furniture,Furnishings,Consumer,3,45.83,0.0,137.49,16.71,2018,12
ORD131,2020-09-19,Central,Technology,Copiers,Consumer,1,140.97,0.2,112.78,31.95,2020,9
ORD132,2022-12-02,South,Technology,Accessories,Home Office,4,40.75,0.0,163.0,25.14,2022,12
ORD133,2021-02-28,West,Furniture,Furnishings,Consumer,5,68.25,0.0,341.25,100.02,2021,2
ORD134,2019-09-06,South,Furniture,Tables,Home Office,5,47.0,0.15,199.75,28.14,2019,9
ORD135,2021-08-21,South,Office Supplies,Paper,Consumer,2,110.79,0.0,221.58,40.61,2021,8
ORD136,2019-11-21,West,Office Supplies,Paper,Corporate,5,99.0,0.15,420.75,105.87,2019,11
ORD137,2019-04-28,Central,Technology,Computers,Consumer,1,97.94,0.3,68.56,15.33,2019,4
ORD138,2021-01-27,West,Technology,Copiers,Consumer,3,141.99,0.0,425.97,46.14,2021,1
ORD139,2020-08-05,West,Technology,Copiers,Corporate,3,80.71,0.3,169.49,31.91,2020,8
ORD140,2019-05-17,South,Furniture,Bookcases,Home Office,2,32.55,0.0,65.1,9.22,2019,5
ORD141,2019-08-16,East,Office Supplies,Paper,Home Office,5,91.8,0.0,459.0,62.02,2019,8
ORD142,2020-01-26,Central,Technology,Phones,Corporate,1,86.69,0.2,69.35,15.85,2020,1
ORD143,2021-02-18,Central,Office Supplies,Binders,Home Office,1,100.55,0.0,100.55,26.56,2021,2
ORD144,2021-02-06,East,Technology,Accessories,Home Office,4,119.11,0.0,476.44,156.94,2021,2
ORD145,2020-04-29,Central,Furniture,Furnishings,Corporate,5,111.68,0.2,446.72,109.66,2020,4
ORD146,2019-09-13,Central,Furniture,Chairs,Home Office,2,146.24,0.2,233.98,50.33,2019,9
ORD147,2018-11-15,East,Furniture,Tables,Consumer,3,65.88,0.0,197.64,27.51,2018,11
ORD148,2022-02-26,South,Furniture,Tables,Home Office,4,79.68,0.15,270.91,91.49,2022,2
ORD149,2022-01-01,East,Technology,Phones,Corporate,4,72.2,0.0,288.8,89.38,2022,1
ORD150,2022-02-22,West,Technology,Phones,Consumer,5,153.89,0.1,692.5,139.13,2022,2
ORD151,2019-08-11,Central,Office Supplies,Storage,Home Office,5,63.96,0.2,255.84,53.75,2019,8
ORD152,2022-03-04,South,Furniture,Bookcases,Corporate,3,105.05,0.1,283.63,47.14,2022,3
ORD153,2018-10-13,West,Technology,Phones,Corporate,3,125.06,0.15,318.9,17.8,2018,10
ORD154,2021-04-30,East,Technology,Accessories,Corporate,4,171.82,0.0,687.28,191.76,2021,4
ORD155,2022-07-18,East,Furniture,Bookcases,Home Office,2,38.25,0.2,61.2,18.44,2022,7
ORD156,2022-01-10,Central,Technology,Copiers,Corporate,3,83.97,0.2,201.53,39.93,2022,1
ORD157,2020-08-23,West,Technology,Copiers,Home Office,5,134.79,0.2,539.16,85.19,2020,8
ORD158,2018-02-10,South,Furniture,Bookcases,Consumer,1,94.91,0.2,75.93,15.2,2018,2
ORD159,2020-01-25,East,Furniture,Furnishings,Corporate,2,81.13,0.15,137.92,21.72,2020,1
ORD160,2018-09-02,West,Technology,Accessories,Consumer,2,121.52,0.15,206.58,32.89,2018,9
ORD161,2018-05-30,West,Furniture,Tables,Corporate,2,130.1,0.1,234.18,41.19,2018,5
ORD162,2020-10-22,West,Office Supplies,Paper,Home Office,3,157.47,0.1,425.17,78.44,2020,10
ORD163,2018-05-08,Central,Furniture,Bookcases,Consumer,5,37.13,0.1,167.09,45.54,2018,5
ORD164,2020-03-21,South,Technology,Computers,Home Office,2,40.61,0.1,73.1,6.47,2020,3
ORD165,2020-11-20,West,Technology,Computers,Home Office,2,64.12,0.1,115.42,19.72,2020,11
ORD166,2018-02-06,South,Office Supplies,Art,Home Office,1,166.29,0.3,116.4,20.77,2018,2
ORD167,2022-07-07,Central,Office Supplies,Binders,Corporate,4,152.51,0.1,549.04,133.88,2022,7
ORD168,2020-10-14,West,Furniture,Furnishings,Corporate,4,170.77,0.15,580.62,80.58,2020,10
ORD169,2021-08-30,South,Technology,Phones,Consumer,3,133.71,0.15,340.96,53.69,2021,8
ORD170,2019-12-11,Central,Office Supplies,Storage,Consumer,4,85.02,0.2,272.06,38.07,2019,12
ORD171,2018-05-12,West,Furniture,Tables,Corporate,2,55.1,0.0,110.2,21.64,2018,5
ORD172,2018-01-28,Central,Furniture,Tables,Consumer,3,136.23,0.3,286.08,74.31,2018,1
ORD173,2022-06-28,West,Technology,Phones,Home Office,4,40.77,0.15,138.62,33.66,2022,6
ORD174,2022-05-26,South,Technology,Copiers,Consumer,1,61.02,0.1,54.92,10.24,2022,5
ORD175,2019-11-26,South,Furniture,Furnishings,Consumer,2,79.5,0.15,135.15,10.4,2019,11
ORD176,2020-09-04,South,Office Supplies,Storage,Consumer,2,30.33,0.1,54.59,12.74,2020,9
ORD177,2020-07-01,Central,Office Supplies,Binders,Corporate,1,131.03,0.3,91.72,9.9,2020,7
ORD178,2020-07-19,West,Office Supplies,Binders,Consumer,1,70.97,0.3,49.68,11.77,2020,7
ORD179,2019-05-31,West,Furniture,Bookcases,Home Office,4,147.32,0.0,589.28,124.75,2019,5
ORD180,2020-09-30,East,Furniture,Tables,Home Office,3,116.06,0.2,278.54,43.22,2020,9
ORD181,2019-03-23,West,Office Supplies,Binders,Home Office,1,69.13,0.3,48.39,10.45,2019,3
ORD182,2021-10-07,South,Office Supplies,Art,Corporate,2,128.41,0.0,256.82,33.55,2021,10
ORD183,2020-06-12,South,Office Supplies,Art,Home Office,4,118.32,0.2,378.62,52.5,2020,6
ORD184,2018-10-07,West,Office Supplies,Art,Corporate,4,140.36,0.15,477.22,89.9,2018,10
ORD185,2021-08-06,East,Technology,Copiers,Corporate,3,59.41,0.1,160.41,34.16,2021,8
ORD186,2021-11-17,East,Furniture,Chairs,Corporate,5,100.6,0.1,452.7,76.99,2021,11
ORD187,2019-03-24,West,Technology,Computers,Home Office,3,105.96,0.15,270.2,71.69,2019,3
ORD188,2022-08-04,Central,Office Supplies,Storage,Corporate,1,60.77,0.3,42.54,10.64,2022,8
ORD189,2021-09-29,West,Technology,Computers,Consumer,2,90.33,0.2,144.53,36.98,2021,9
ORD190,2019-08-03,Central,Technology,Computers,Home Office,3,113.99,0.0,341.97,73.0,2019,8
ORD191,2022-04-02,South,Office Supplies,Binders,Consumer,2,110.06,0.3,154.08,30.61,2022,4
ORD192,2022-09-03,East,Technology,Phones,Home Office,2,75.18,0.1,135.32,26.31,2022,9
ORD193,2020-10-12,East,Furniture,Tables,Consumer,3,112.19,0.0,336.57,24.26,2020,10
ORD194,2018-12-30,East,Furniture,Furnishings,Home Office,3,127.93,0.3,268.65,33.27,2018,12
ORD195,2020-06-12,Central,Office Supplies,Binders,Consumer,3,120.49,0.2,289.18,70.06,2020,6
ORD196,2018-05-13,West,Furniture,Chairs,Consumer,5,136.21,0.3,476.74,132.49,2018,5
ORD197,2019-10-21,Central,Office Supplies,Art,Home Office,1,144.32,0.15,122.67,21.03,2019,10
ORD198,2019-11-09,South,Office Supplies,Art,Corporate,1,121.96,0.2,97.57,21.19,2019,11
ORD199,2020-12-21,Central,Furniture,Chairs,Consumer,1,63.12,0.0,63.12,6.95,2020,12
ORD200,2022-01-14,South,Technology,Computers,Consumer,3,37.59,0.15,95.85,17.47,2022,1
ORD201,2018-12-19,East,Furniture,Bookcases,Consumer,2,133.95,0.1,241.11,55.03,2018,12
ORD202,2019-06-19,West,Technology,Phones,Corporate,1,46.6,0.3,32.62,8.23,2019,6
ORD203,2019-04-04,East,Furniture,Tables,Consumer,2,46.85,0.1,84.33,18.75,2019,4
ORD204,2022-12-02,South,Technology,Accessories,Corporate,1,99.2,0.0,99.2,14.44,2022,12
ORD205,2020-06-27,Central,Technology,Phones,Home Office,3,171.1,0.2,410.64,63.76,2020,6
ORD206,2019-01-04,South,Furniture,Chairs,Consumer,5,139.54,0.3,488.39,140.46,2019,1
ORD207,2018-02-07,East,Furniture,Furnishings,Home Office,4,125.3,0.15,426.02,70.7,2018,2
ORD208,2020-09-12,West,Furniture,Bookcases,Corporate,5,59.07,0.1,265.82,69.55,2020,9
ORD209,2020-03-12,East,Office Supplies,Storage,Consumer,4,83.14,0.15,282.68,50.29,2020,3
ORD210,2018-06-20,East,Technology,Phones,Home Office,5,103.1,0.0,515.5,151.34,2018,6
ORD211,2021-10-25,South,Technology,Computers,Consumer,4,140.08,0.2,448.26,108.87,2021,10
ORD212,2018-01-10,South,Technology,Phones,Corporate,2,89.45,0.2,143.12,26.64,2018,1
ORD213,2021-01-24,West,Furniture,Furnishings,Home Office,2,148.48,0.2,237.57,35.3,2021,1
ORD214,2021-01-01,West,Furniture,Furnishings,Home Office,2,123.11,0.0,246.22,54.5,2021,1
ORD215,2021-12-20,East,Technology,Copiers,Consumer,4,133.9,0.0,535.6,151.09,2021,12
ORD216,2020-03-26,South,Technology,Phones,Corporate,5,65.06,0.0,325.3,74.38,2020,3
ORD217,2020-03-25,West,Office Supplies,Storage,Home Office,1,47.52,0.0,47.52,8.2,2020,3
ORD218,2018-01-15,West,Technology,Accessories,Home Office,5,74.61,0.2,298.44,65.96,2018,1
ORD219,2020-01-08,South,Furniture,Tables,Home Office,5,60.59,0.3,212.07,36.59,2020,1
ORD220,2022-04-28,West,Technology,Computers,Corporate,1,139.28,0.3,97.5,18.77,2022,4
ORD221,2021-06-29,East,Technology,Accessories,Home Office,4,114.33,0.1,411.59,54.54,2021,6
ORD222,2021-03-05,West,Office Supplies,Storage,Corporate,2,71.49,0.1,128.68,23.8,2021,3
ORD223,2018-11-10,West,Furniture,Furnishings,Home Office,5,149.97,0.3,524.89,149.62,2018,11
ORD224,2021-09-24,Central,Furniture,Furnishings,Corporate,1,40.52,0.1,36.47,6.23,2021,9
ORD225,2020-08-09,West,Technology,Computers,Home Office,2,107.87,0.0,215.74,54.11,2020,8
ORD226,2019-05-11,South,Furniture,Bookcases,Consumer,4,59.26,0.15,201.48,38.2,2019,5
ORD227,2022-03-22,West,Technology,Computers,Consumer,4,90.22,0.2,288.7,56.26,2022,3
ORD228,2021-12-28,Central,Office Supplies,Binders,Home Office,3,137.77,0.2,330.65,67.17,2021,12
ORD229,2020-04-02,West,Furniture,Tables,Consumer,5,85.59,0.0,427.95,96.27,2020,4
ORD230,2019-02-17,Central,Furniture,Bookcases,Corporate,5,114.15,0.2,456.6,71.35,2019,2
ORD231,2022-12-16,South,Office Supplies,Storage,Corporate,3,45.29,0.0,135.87,19.12,2022,12
ORD232,2022-04-27,West,Office Supplies,Storage,Corporate,4,87.6,0.15,297.84,91.36,2022,4
ORD233,2022-02-15,South,Technology,Phones,Home Office,2,112.31,0.2,179.7,43.06,2022,2
ORD234,2020-02-02,West,Office Supplies,Binders,Home Office,5,35.0,0.2,140.0,30.06,2020,2
ORD235,2020-12-03,West,Furniture,Bookcases,Home Office,5,74.23,0.0,371.15,38.17,2020,12
ORD236,2021-08-11,Central,Office Supplies,Binders,Corporate,3,49.05,0.15,125.08,28.97,2021,8
ORD237,2019-04-30,West,Technology,Phones,Corporate,3,82.96,0.15,211.55,19.43,2019,4
ORD238,2020-11-25,East,Technology,Accessories,Corporate,1,144.68,0.0,144.68,21.39,2020,11
ORD239,2020-02-01,East,Technology,Copiers,Home Office,2,130.95,0.0,261.9,46.96,2020,2
ORD240,2020-11-16,East,Furniture,Chairs,Corporate,3,124.68,0.2,299.23,43.95,2020,11
ORD241,2020-08-22,Central,Office Supplies,Storage,Consumer,4,103.78,0.1,373.61,66.84,2020,8
ORD242,2022-09-02,West,Furniture,Tables,Home Office,3,72.58,0.3,152.42,28.36,2022,9
ORD243,2019-03-01,Central,Office Supplies,Binders,Consumer,1,129.31,0.0,129.31,26.09,2019,3
ORD244,2022-08-06,South,Office Supplies,Art,Consumer,4,90.16,0.15,306.54,73.74,2022,8
ORD245,2022-01-01,Central,Technology,Computers,Consumer,5,113.06,0.3,395.71,89.96,2022,1
ORD246,2021-08-31,East,Office Supplies,Paper,Corporate,2,114.14,0.0,228.28,42.25,2021,8
ORD247,2022-05-18,Central,Office Supplies,Paper,Consumer,1,95.67,0.3,66.97,8.57,2022,5
ORD248,2019-10-24,Central,Furniture,Furnishings,Consumer,1,129.07,0.15,109.71,19.17,2019,10
ORD249,2020-12-03,Central,Technology,Accessories,Consumer,5,78.84,0.3,275.94,67.51,2020,12
ORD250,2022-12-12,West,Technology,Copiers,Corporate,4,31.39,0.0,125.56,22.17,2022,12
ORD251,2020-09-25,Central,Office Supplies,Art,Home Office,4,27.97,0.0,111.88,27.79,2020,9
ORD252,2019-06-30,Central,Furniture,Tables,Home Office,5,187.2,0.2,748.8,95.31,2019,6
ORD253,2022-07-12,West,Technology,Computers,Consumer,4,103.56,0.2,331.39,66.31,2022,7
ORD254,2021-11-06,West,Furniture,Tables,Corporate,4,62.37,0.1,224.53,26.66,2021,11
ORD255,2019-06-02,South,Furniture,Furnishings,Home Office,5,100.11,0.3,350.38,70.96,2019,6
ORD256,2018-10-29,Central,Office Supplies,Paper,Corporate,3,147.6,0.1,398.52,64.34,2018,10
ORD257,2019-01-31,South,Furniture,Furnishings,Home Office,1,43.47,0.0,43.47,8.01,2019,1
ORD258,2020-01-23,East,Technology,Computers,Corporate,3,77.88,0.2,186.91,36.92,2020,1
ORD259,2022-04-11,West,Technology,Phones,Consumer,5,69.81,0.15,296.69,64.25,2022,4
ORD260,2020-01-13,East,Furniture,Bookcases,Home Office,4,86.55,0.15,294.27,31.93,2020,1
ORD261,2018-12-09,South,Furniture,Bookcases,Home Office,4,157.19,0.0,628.76,173.64,2018,12
ORD262,2018-11-01,South,Technology,Accessories,Consumer,1,122.27,0.0,122.27,25.4,2018,11
ORD263,2020-04-03,West,Office Supplies,Storage,Consumer,5,117.3,0.2,469.2,45.33,2020,4
ORD264,2019-02-21,West,Technology,Accessories,Home Office,1,123.24,0.0,123.24,22.53,2019,2
ORD265,2018-12-01,West,Technology,Phones,Consumer,3,135.17,0.0,405.51,79.04,2018,12
ORD266,2019-03-12,East,Office Supplies,Storage,Home Office,3,111.35,0.0,334.05,80.48,2019,3
ORD267,2021-06-03,South,Technology,Computers,Corporate,4,99.01,0.3,277.23,72.26,2021,6
